Temporalmotifs. build: 00:45:02, Apr 20 2018. Time: 00:45:16 [Apr 19 2018]
1261, 11912181
1265, 0
1266, 7765310
1272, 0
1273, 0
1281, 5
1291, 129467640
1299, 676755
1302, 29970281
1304, 0
1305, 6177039
1306, 36571110
1307, 0
1310, 145373204
1313, 0
1319, 1016871
1320, 112954693
1328, 4690012
1330, 0
1335, 65795020
1338, 0
1340, 2069947
1343, 0
1345, 409018117
1353, 143103487
1354, 1822600
1355, 442805328
1358, 587149850
1363, 0
1364, 0
1366, 354401
1369, 354402
1378, 0
1384, -1124671287
1386, 0
1387, 0
1392, 1295681
1400, 14920535
1404, 1228007
1406, 397880
1407, 40842259
1409, 1145204984
1422, 367028
1434, 0
1436, 0
1437, 7174832
1441, 796469879
1442, 0
1445, 3414117
1446, 308488320
1447, 2191200
1450, 824822824
1459, 1169605187
1460, 0
1462, 3500777
1463, 450522998
1464, 847561221
1465, -1537069092
1467, 5551860
1468, 16357927
1469, 0
1474, 1411447
1475, 1
1478, 11011235
1481, 27997898
1483, 143057345
1488, 0
1492, 85494493
1508, 22293828
1516, 0
1518, 0
1519, 0
1521, 2324957
1528, 46692647
1532, 1283332066
1535, 0
1536, 10401619
1537, 0
1538, 0
1539, 15270785
1540, 39978093
1541, 0
1544, 0
1546, 8390185
1547, 33786468
1551, 837355
1552, 0
1555, 0
1556, 1836490
1557, 14023608
1559, 4311234
1568, 0
1570, 0
1573, 538959952
1574, 5194090
1579, 1787896
1580, 5839058
1585, 0
1587, 321789293
1589, 1617533
1590, 45944673
1591, 1745837
1592, 1280191
1593, 150322875
1594, 30683260
1595, 429201
1606, 3354956
1607, 2101945
1610, 47946020
1612, 6440134
1618, 1650455
1619, 11188613
1622, 52080443
1626, 3015347
1627, 0
1631, 42767037
1634, 2146337
1636, 15519538
1641, 1288249
1643, 4994061
1644, 430254
1645, 0
1646, 9695304
1648, 78454483
1650, 141972202
1651, 8175893
1653, 0
1654, 430424
1656, 0
1657, 217872607
1662, 2682952
1664, 1292377
1669, 0
1672, 15249854
1674, 56004661
1676, 0
1681, 9052558
1682, 0
1684, 0
1688, 49
1691, 0
1698, 440566
1703, 49341334
1704, 0
1708, 6665237
1709, 3495512
1710, 575278
1715, 3499946
1720, 0
1724, 14081108
1729, 16635380
1733, 0
1735, 8330095
1737, 32633025
1745, 516104
1747, 0
1761, 440940
1763, 0
1768, 441499
1770, 2207707
1776, 0
1777, 0
1778, 9015090
1779, 0
1783, 6
1784, 126583879
1785, 0
1790, 4456912
1791, 2056216
1792, 1661419
1796, 0
1797, 22529361
1799, 12852540
1800, 0
1816, 3296433
1822, 0
1823, 0
1825, 0
1826, 543956581
1832, 152441189
1835, 0
1837, 11872177
1840, 18513642
1841, 21021831
1844, 0
1847, -2021100016
1849, 87169515
1851, 327377847
1855, 0
1856, 0
1857, 0
1866, 4627470
1867, 54374989
1870, 0
1871, 1510496
1874, 10292694
1876, 1265241
1877, 20797601
1878, 31679706
1881, 0
1884, 0
1886, 0
1887, 2263072
1888, 132
1890, 541646
1894, 1603000
1898, 227336579
1899, 544477
1901, 3265623
1902, 8329557
1907, 1632240
1915, 0
1916, 555729191
1921, 17475692
1927, 8101994
1930, 37766427
1933, 4500606
1937, 1860182
1938, 0
1939, 6901078
1944, 0
1946, 1956237572
1947, 23761669
1948, 0
1953, 1090096
1954, 0
1956, 2304932
1960, 0
1962, 0
1964, 23
1967, 1283973
1969, 1661400
1970, 0
1976, 0
1977, 73790230
1979, 1133865
1982, 16159147
1983, 0
1985, 143095315
1986, 5595618
1992, 3619296
1993, 70726367
1997, 20478905
2000, 1320984383
2003, 5860804
2004, 12
2008, 12458086
2011, 208530822
2013, 1017203
2014, 0
2015, 1677535
2023, 0
2024, 681738690
2028, 0
2029, 16910551
2031, 52622847
2035, 51285975
2036, 56115883
2039, 135078528
2040, 22
2042, 10954607
2043, 41576938
2045, 30657617
2046, 0
2047, 14809856
2051, 863081158
2052, 5459840
2055, 0
2056, 0
2060, 15882267
2063, 1
2064, 2876314
2081, 32098322
2082, 60299493
2083, 854754419
2085, 0
2089, 2304855
2093, 0
2095, 65158572
2097, 19597018
2099, 0
2106, 75249730
2110, 0
2111, 0
2120, 1365943
2123, 10413581
2124, 599079
2127, 2
2133, 0
2141, 0
2143, 1236331
2146, 33749184
2147, 159531165
2149, 43027384
2158, 0
2160, 618158
2162, 24490659
2164, 1788639
2165, 3071706
2171, 3
2175, 1861902
2177, 0
2183, 6605178
2185, 12949989
2189, 27400435
2191, 326630526
2192, 59831770
2196, 4453316
2197, 636163
2201, 0
2206, 32765441
2215, 15802426
2218, 1850376
2220, 0
2223, 1427780
2224, 0
2225, 1715798
2229, 2605528
2231, 718230
2233, 611401044
2234, 81185945
2235, 651398
2242, 8092760
2246, 8
2258, 5581340
2259, 0
2260, 27898313
2264, 89873411
2266, 64418810
2267, 0
2273, 260596883
2274, 13700439
2282, 657305
2284, 63161770
2286, 0
2290, 753666634
2292, 0
2294, 437422646
2300, 8912428
2305, 0
2308, 10228658
2310, 6040848
2312, 0
2317, 0
2318, 3
2320, 5462406
2329, 0
2330, 92301556
2333, 682975
2335, 1367365
2344, 21888853
2348, 22084690
2349, 1203216701
2355, 0
2356, 171896566
2357, 0
2360, 11187003
2361, 77959755
2362, 57641936
2363, 34887571
2368, 2245553
2377, 65383027
2380, 0
2381, 0
2383, 26486077
2384, 1414949356
2386, 71441310
2389, 350319342
2391, 138692342
2402, 0
2404, 0
2409, 3
2410, 698355
2416, 6395911
2418, 10476339
2421, 3
2436, 6031735
2446, 7239890
2454, 2840211
2455, 3501450
2464, 0
2467, 76169707
2474, 716209
2476, 0
2480, 70220995
2481, 266387095
2482, 6446703
2489, 5027277
2490, 26195266
2497, 39831409
2498, 8298770
2502, 0
2503, 24572091
2508, 123983294
2510, 47108732
2515, 2889124
2525, 8011504
2530, -1373575633
2532, 2781576
2533, 21292058
2536, 14239739
2544, 3687311
2547, 8014699
2551, 724252
2552, 1649349
2554, 352592745
2555, 7828188
2557, 0
2559, 4231401
2562, 33787333
2565, 1827685
2569, 1450004
2570, 0
2575, 40697717
2576, 0
2578, 1081001
2579, 3678414
2582, 725544
2586, 0
2588, 0
2592, 0
2594, 0
2597, 29115667
2599, 8880945
2604, 1149353
2610, 0
2611, 2220296
2612, 103366239
2614, 0
2615, 15660302
2616, 1113705
2618, 14491794
2620, 92476734
2621, 0
2622, 3236082
2623, 107138315
2625, 98072419
2627, 24263194
2628, 13036358
2631, 130763074
2633, 0
2641, 6177097
2642, 27549539
2644, 4452171
2647, 0
2649, 1495209
2653, 61591487
2655, 2
2664, 15158620
2665, 47922111
2666, 36382874
2669, 101168890
2672, 966662779
2677, 0
2678, 334125298
2684, 0
2689, 16221489
2693, 2700445
2698, 1821447
2699, 0
2701, 171338650
2702, 6851495
2705, 10254243
2714, 4272795
2720, 30596226
2731, 2569497
2733, 6
2734, 119148693
2735, 0
2737, 3551952
2738, 11742094
2741, 0
2750, 8788096
2756, 0
2757, 135840812
2760, 0
2763, 25514650
2764, 8880118
2766, 0
2771, 894274
2781, 17
2784, 238323127
2785, 4454778
2788, 0
2795, 925354
2797, 6277699
2802, 0
2805, 17887938
2807, 445225484
2811, 151958504
2814, 5384999
2819, 14777742
2821, 587648998
2823, 124589461
2828, 900169
2833, 12300942
2836, 11703719
2837, 261177886
2839, 0
2841, -75300865
2857, 40192266
2865, 58763140
2866, 16951592
2867, 4627140
2868, 2996874
2869, 8329122
2872, 2776448
2873, 0
2874, 1550363179
2876, 1426804
2878, 1
2879, 0
2881, 925500
2883, 8133161
2884, 0
2888, 18009473
2891, 3736794
2893, 108055701
2899, 7404587
2900, 11604328
2902, 3052022
2903, 9264614
2906, 13745446
2907, 7457700
2910, 11104153
2912, 26318568
2913, 0
2923, 1540060
2926, 1372190104
2929, 1879634
2936, 947392
2938, 813965963
2944, 3
2951, 1041394
2954, 432215227
2955, 2996560
2968, 0
2971, 0
2972, 12696686
2974, 0
2985, 1154333
2987, 0
2989, 4069206
3000, 3804810
3003, 5319902
3005, 228066487
3014, 0
3017, 6992201
3023, 2162867
3024, 0
3027, 5009997
3028, 5085314
3029, 0
3031, 5640937
3032, 50615257
3035, 72
3040, 436055435
3041, 51832920
3046, 1013415
3049, 1070474
3051, 0
3052, 0
3056, 1017017
3058, 30
3061, 0
3063, 17289445
3065, 1128089
3071, 4068300
3072, 3724848
3075, 3477246
3077, 102301094
3084, 0
3092, 0
3096, 1114111
3097, 13002022
3102, 0
3103, 1
3106, 1076667257
3108, 98815185
3114, 0
3118, 10363816
3121, 180771950
3124, 71315697
3132, 213579087
3142, 4159422
3143, 12525354
3147, 1039876
3149, 52404364
3154, 49874871
3156, 75214200
3157, 3119666
3160, 1569562
3168, 2160163
3183, 3123632
3186, 14656224
3195, 4867978
3199, 54933591
3200, 0
3202, 0
3206, 579116962
3208, 1041377
3214, 0
3233, 29654471
3237, 20
3238, 27228509
3244, 1048340
3246, 0
3247, 0
3248, 60893101
3261, 8734074
3264, 5245149
3268, 0
3272, 1941739944
3275, 0
3280, 11558662
3282, 3152676
3288, 0
3289, 0
3290, 1050889
3291, 1457002
3292, 0
3293, 4319105
3298, 11560129
3299, 0
3304, 1672625
3310, 0
3313, 1050975
3314, 3153131
3315, 4630096
3316, 0
3318, 29434085
3323, 1
3324, 1471437469
3326, 11561296
3327, 0
3329, 26983845
3332, 0
3333, 39404278
3338, 49509559
3341, 18969719
3346, 7377823
3350, 16041638
3356, 31548517
3357, 5270289
3365, 2780136
3369, 3162499
3370, 1
3372, 0
3375, 72917761
3376, 1
3380, 115185491
3382, 2114376
3384, 69494150
3385, 0
3394, 0
3395, 9
3396, 2162014
3398, 8458695
3400, 35948308
3401, 36203770
3402, 1059067291
3409, 9485447
3410, 3700778
3413, 0
3414, 1057819
3416, 0
3417, 1
3421, 3173636
3424, 0
3425, 5289888
3427, 0
3432, 0
3438, 4257170
3441, 6478185
3446, 0
3448, 28524647
3452, 8828571
3453, 0
3454, 12957046
3461, 2
3462, 10
3465, 4323944
3467, 1079852
3469, 0
3470, 0
3472, 18358500
3473, 76688820
3475, 15119882
3477, 0
3484, 0
3485, 60878604
3489, 0
3491, 0
3493, 88389200
3494, 3240456
3502, 48939921
3503, 992535129
3508, 1080174
3509, 143596411
3512, 1080205
3513, 29943718
3514, 1080962
3517, 2161947
3518, 3242931
3519, 1
3521, 262432446
3525, 33303788
3528, 19108342
3532, 7130600
3533, 0
3535, 1861399
3536, 1706373
3537, 219473705
3538, 2162981
3543, 1081006
3544, 35892763
3545, 310648415
3546, 637722110
3548, 17297519
3550, 1526166
3551, 5405928
3552, 0
3553, 0
3554, 15138828
3556, 0
3557, 1133854
3560, 6
3565, 2162881
3568, 1716446
3569, 2774092
3572, 10390381
3574, 0
3575, 1091895
3578, 3600640
3579, 4
3580, 8694661
3582, 2
3589, 41725441
3590, 0
3593, 0
3596, 1808880
3597, 10830107
3602, 7643175
3603, 0
3605, 1087107
3609, 59704982
3610, 0
3611, 3261464
3615, 5435703
3621, 409059301
3623, 65944164
3628, 5458640
3634, 281783822
3635, 114124791
3637, 41276507
3639, 163502344
3640, 3275442
3641, 40752840
3642, 0
3645, 1091852
3646, 0
3647, 9259784
3649, 0
3650, 0
3651, 1648227
3659, 24121249
3664, 26199803
3674, 2183973
3676, 62488313
3680, 129167405
3681, 2
3682, 1111633
3683, 0
3684, -2052935193
3685, 2
3690, 0
3692, 5637208
3696, 3
3697, 1111629
3698, 6634741
3700, 1112001
3701, 51914322
3708, 2223998
3709, 59016446
3710, 188873135
3711, 409672628
3716, 2225043
3721, 4
3722, 5135987
3723, 10499155
3725, 21229857
3736, 23639453
3737, 23339090
3753, 45315967
3755, 25014347
3757, 134647217
3759, 1741352
3766, 1114483
3775, 0
3777, 6704697
3779, 0
3783, 1117478
3786, 0
3787, 10057472
3794, 2236522
3795, 1118271
3801, 7533130
3803, 38297858
3804, 6712666
3806, 2237760
3808, 1118912
3811, 327638426
3812, 45
3816, 9221377
3818, 472192695
3821, 0
3822, 0
3825, 1122793
3826, 13472517
3831, 1651765
3832, 1123597
3837, 1137040
3839, 0
3840, 10116760
3844, 0
3845, 16
3846, 17972557
3847, 17787381
3848, 3070414
3849, 11228837
3851, 0
3855, 0
3857, 0
3859, 52494150
3860, 12
3863, 4
3866, 0
3867, 0
3872, 10110900
3873, 1123576
3874, 55918418
3875, 12
3876, 0
3882, 14
3885, 0
3887, 10112725
3888, 6742265
3891, 45347809
3896, 13559512
3897, 1391485
3898, 2247556
3899, 3371173
3900, 3371238
3901, 387732860
3902, 97606264
3903, 0
3909, 1126528
3912, 3355079
3918, 0
3919, 5
3920, 0
3922, 41947144
3923, 1126539
3926, 4174442
3927, 2089541488
3928, 3642927
3931, 71874040
3936, 0
3937, 9825068
3939, 1128161
3944, 0
3945, 75649409
3948, 1543585455
3949, 2267700
3950, 0
3951, 1146535
3952, 0
3956, 2260764
3958, 207199346
3959, 26307420
3960, 58936087
3969, 368596242
3970, 8646228
3976, 1152561
3981, 0
3983, 302867525
3987, 1137343
3988, 67865924
3992, 386131046
3993, 392518170
3995, 14856861
3996, 303321314
4000, 0
4002, 148198577
4003, 1
4005, 0
4008, 798505040
4011, 32644991
4016, 1149326
4019, 0
4020, 34577802
4027, 0
4031, 0
4035, 67
4036, 9883142
4037, 10160605
4040, 87449011
4041, 0
4042, 504118527
4043, 2495670
4045, 1154332
4046, 29397696
4047, 9663536
4048, 30342909
4049, 1
4053, 144405180
4054, 76404732
4055, 2309152
4056, 0
4057, 0
4061, 1
4069, 0
4076, 21000649
4078, 28493325
4079, 0
4080, 3485740
4084, 0
4085, 3760724
4086, 114885292
4087, 131647679
4089, 1163965
4092, 0
4096, 48484367
4097, 0
4099, 0
4100, 26009891
4102, 18626102
4105, 2328362
4106, 23459354
4111, 40839744
4114, 0
4117, 36677114
4118, 14751742
4119, 0
4120, 1
4126, 1296761
4128, 0
4129, 2
4133, 6991093
4135, 4660518
4137, 8850230
4138, 1165163
4140, 0
4144, 811143579
4145, 0
4149, 64040251
4155, 22146362
4158, 3999746
4160, 0
4162, 0
4164, 0
4166, 1165644
4167, 3432886
4170, 2
4171, 0
4173, 0
4176, 0
4177, -2043716668
4180, 10960832
4181, 0
4183, 263043697
4189, 13
4192, 3447632
4194, 18841125
4197, 0
4198, 139773541
4199, 4663993
4204, 7012274
4213, 547100295
4217, 0
4218, 0
4220, 1212981
4222, 0
4225, 0
4231, 1648505336
4232, 3
4234, 1
4235, 3684075
4239, 2459807
4241, 5074136
4243, 0
4245, 39926769
4246, 31890352
4248, 16427177
4249, 0
4250, 6159346
4259, 1231640
4261, 0
4262, 57599982
4266, 0
4272, 0
4274, 7448291
4275, 10159192
4279, 30875693
4281, 133424068
4282, 0
4286, 0
4291, 1390796
4294, 1235210
4298, 211409181
4304, 121673549
4312, 723262622
4315, 1
4317, 0
4322, 7412803
4324, 1236887
4325, 9415895
4330, 1235741
4331, 12356965
4333, 298593954
4336, 199397543
4338, 2918073
4340, 6
4342, 0
4344, 51989467
4345, 14163306
4346, 3743471
4347, 0
4348, 0
4350, 2495710
4351, 87332334
4354, 363593020
4359, 0
4361, 195336014
4362, 957833744
4363, 3469442
4366, 8518209
4367, 37876695
4373, 1670479
4377, 2505613
4379, 2
4384, 11275384
4391, 0
4398, 4863146
4399, 20268282
4400, 97526393
4401, 1252825
4402, 3886411
4407, 3758527
4408, 0
4409, 0
4412, 0
4415, 23598514
4416, 7522382
4417, 1253688
4419, 7522214
4421, 3725493
4423, 283422345
4426, 16299904
4428, 126467098
4430, 3300021
4433, 21838357
4437, 53216180
4438, 1254086
4446, 1448344
4463, 3330287
4466, 45001395
4475, 2522066
4477, 7704139
4481, 2852337
4486, 0
4488, 3765438
4491, 2510372
4499, 0
4500, 80456466
4503, 0
4504, 5061042
4507, 0
4517, 16267694
4520, 88569037
4524, 7608686
4526, 22029072
4527, 1268184
4528, 422870979
4535, 13823401
4536, 1268189
4540, 6341545
4542, 10
4543, 2536687
4544, 5079473
4545, 3
4547, 0
4548, 3805645
4555, 1649289
4556, 452944622
4558, 61071834
4561, 0
4563, 0
4568, 1276307
4569, 2568024
4571, 1540068
4572, 13062569
4576, 0
4577, 2552501
4580, 36681746
4586, 0
4591, 1276277
4594, 5455207
4600, 31616406
4606, 64179611
4607, 3851836
4614, 82893671
4615, 0
4619, 11661776
4621, 18536919
4622, 94051211
4625, 0
4626, 16271672
4636, 0
4637, 6
4639, 122661002
4640, 2588371
4642, 172033411
4643, 1404253
4645, 1
4648, 1622939
4649, 1440121
4653, 5827918
4655, 6477240
4658, 209150716
4659, 18543819
4660, 6
4661, 48166472
4668, 1295553
4669, 1295493
4671, 7773078
4672, 59035745
4673, 5182222
4675, 10364297
4676, 8018097
4677, 32620659
4678, 4426846
4681, 0
4683, 0
4685, 7456198
4692, 921214052
4696, 20863082
4697, 2
4698, 1621796
4700, 0
4701, 109621979
4706, 147277355
4707, 371560599
4709, 3072899
4710, 5171156
4716, 0
4718, 21
4720, 23251812
4721, -2078916568
4730, 6
4731, 2667250
4733, 1426125
4740, 0
4741, 0
4745, 28007127
4747, 4172377
4750, 1334786
4753, 17244967
4757, 27
4758, 4
4759, 9344245
4760, 19564760
4763, 6886953
4767, 53169670
4770, 44058885
4773, 0
4782, 282648924
4783, 21415385
4786, 0
4790, 262370967
4793, 9480559
4794, 1418535
4796, 5417885
4797, 4063579
4800, 121834574
4801, 1355049
4805, 0
4807, 31174768
4812, 0
4814, 3667990
4817, 1355617
4820, 4066844
4821, 67439643
4822, 0
4828, 1355661
4832, 235714900
4833, 2
4834, 0
4837, 5423409
4842, 109777498
4854, 18129204
4856, 0
4863, 20385689
4872, 43441157
4875, 1358256
4878, 0
4890, 66559086
4891, 9148285
4893, 2773875
4896, 0
4903, 63840387
4904, 0
4910, 129875298
4915, 0
4922, 0
4923, 189442066
4925, 57438890
4927, 1
4928, 29182005
4934, 8338078
4945, 3
4947, 3303525
4948, 11118451
4949, 11119068
4953, 1905284982
4954, 0
4959, 11243195
4961, 112451047
4964, 0
4965, 2780144
4971, 52438909
4972, 0
4974, 25023258
4975, 0
4977, 9
4985, 1
4987, 38950859
4991, 38024474
4994, 0
5000, 41338806
5001, 8688664
5002, 8657082
5005, 25033213
5010, 86096473
5015, 62606648
5016, 8347554
5017, 30938490
5018, 5620359
5029, 1616068
5031, 7345448
5034, 35930975
5036, 12518050
5040, 1391376
5043, 0
5044, 18088093
5045, 11131516
5052, 1391463
5058, 3687830
5059, 1391507
5066, 9740615
5068, 8349547
5069, 1445033
5072, 74384347
5080, 5566532
5081, 70407943
5082, 34796401
5086, 1391654
5087, 0
5091, 40330434
5092, 1392124
5093, 4848393
5094, 898949495
5096, 0
5098, 13269066
5100, 3620347
5101, 107054710
5106, 0
5108, 2
5115, 0
5122, 0
5124, 4812144
5136, 61133885
5142, 1408121
5144, 0
5147, 0
5148, 0
5150, 0
5153, 4
5160, 1411466
5165, 0
5170, 1418437
5175, 25651132
5177, 3715198
5178, 0
5179, 0
5181, 0
5184, 2837092
5196, 22697258
5197, 9930430
5198, 1
5199, 24161868
5200, 5676088
5210, 22747236
5217, 21474188
5218, 2842451
5223, 9968760
5227, 0
5228, 0
5229, 288213016
5230, 0
5231, 30
5232, 31557004
5239, 13609209
5244, 1424420
5246, 4273318
5250, 2879492
5251, 8560242
5253, 7129382
5259, 105558532
5260, 2851791
5263, 1772874
5267, 142034748
5268, 0
5273, 19747039
5274, 0
5279, 9982483
5281, 2895534
5282, 4278311
5286, 1455895
5287, 13745778
5292, 341883699
5295, 36907658
5296, 2853595
5301, 140612090
5304, 16402195
5309, 649488269
5310, 7155707
5312, 53578964
5315, 4293507
5316, 0
5323, 14397229
5328, 16377761
5329, 4320051
5332, 1440093
5337, 326839046
5338, 10717172
5340, 93626064
5342, 0
5344, 0
5357, 0
5360, 7549332
5363, 0
5365, 47917742
5371, 214214815
5372, 3197913
5373, 49505716
5375, 1719810
5378, 13870302
5387, 49619377
5389, 4344580
5394, 0
5395, 20276231
5396, 1448298
5398, 2896685
5399, 14822428
5407, 1722921
5417, 0
5419, 11591766
5420, 76679721
5431, 28985449
5432, 0
5433, 1455177
5441, 1449343
5442, 177113149
5443, 0
5450, 33269162
5453, 1456590
5463, 0
5464, 0
5473, 7310270
5480, 6668580
5482, 79422514
5483, 1
5484, 5
5486, 5824930
5487, 0
5495, 4
5498, 28696821
5499, 1461791
5506, 76150399
5513, 288235808
5516, 12918911
5523, 1456601
5524, 1456598
5526, 2
5534, 14569100
5536, 2913917
5538, 4
5539, 1460185
5542, 34884254
5544, 0
5546, 0
5548, 0
5550, 10882636
5551, 2
5553, 0
5554, 0
5555, 0
5562, 4679861
5564, 1457000
5566, 10208769
5572, 24771718
5575, 21748918
5579, 0
5583, 70960014
5585, 68525914
5587, 14303269
5593, 1661404
5597, 13132227
5598, 0
5601, 4377347
5604, 4708259
5605, 0
5607, 1458365
5609, 27718524
5610, 0
5613, 3024187
5614, 0
5619, 0
5621, 21931404
5622, 4377032
5626, 13131610
5627, 1298696700
5628, 6253612
5631, 1459090
5632, 0
5633, 0
5637, 0
5640, 0
5641, 1459170
5642, 0
5645, 0
5646, 0
5650, 0
5651, 2918343
5656, 6253740
5659, 0
5660, 14597185
5661, 0
5667, 8758806
5672, 4963970
5674, 7299688
5678, 1809275
5679, 9309418
5681, 1459943
5690, 1083979329
5697, 0
5700, 26314495
5701, 52810783
5705, 0
5706, 0
5708, 28728286
5709, 4877922
5710, 0
5712, 52389584
5714, 4614199
5716, 7310733
5718, 0
5723, 11630346
5724, 0
5730, 17484675
5731, 12753752
5732, 19433042
5734, 7127549
5735, 0
5736, 0
5737, 14996723
5738, 5432682
5740, -1967744335
5743, 16876529
5744, 45986515
5751, 7566693
5753, 67839188
5756, 818998466
5761, 7440195
5762, 0
5764, 0
5766, 0
