Temporalmotifs. build: 00:46:17, Apr 20 2018. Time: 00:46:33 [Apr 19 2018]
1916, 2619967
1921, 0
1924, 2346472
1936, 0
1939, 141860782
1946, -626159656
1947, 0
1953, 8868872
1964, 0
1969, 2912199
1979, 0
1980, 0
1982, 0
1985, 5775506
1988, 0
1992, 2
1993, 15568965
1997, 0
2000, 1221413788
2003, 0
2004, 7573522
2008, 0
2011, 0
2024, 80487846
2029, 7831268
2031, 0
2035, 57079389
2036, 0
2039, 243231028
2040, 0
2042, 32919422
2043, 0
2044, 20
2051, 985781572
2052, 5799873
2055, 10324472
2056, 21
2060, 5047610
2081, 7874116
2082, 3
2083, 89833188
2089, 17671411
2095, 70936492
2096, 0
2097, 2562511
2106, 51530763
2109, 0
2114, 0
2126, 0
2129, 0
2138, 0
2143, 0
2147, 2420210
2149, 5
2164, 4961491
2165, 0
2181, 2447457
2183, 2757360
2189, 0
2191, 85857728
2192, 20768501
2196, 0
2203, 812137
2206, 0
2209, 3056209
2218, 0
2225, 0
2233, 384258138
2234, 70988047
2246, 0
2264, 43866577
2266, 0
2267, 0
2273, 87349814
2274, 0
2275, 0
2284, 84800369
2290, 773873425
2293, 0
2294, 14656535
2305, 10430516
2308, 2793732
2310, 8414521
2312, 19295342
2318, 14195570
2327, 0
2328, 0
2341, 0
2348, 13283250
2349, 201522795
2353, 0
2356, 83469315
2362, 22308061
2363, 121468912
2365, 0
2368, 0
2381, 23210122
2383, 5596182
2384, 947646325
2386, 0
2389, 10
2391, 0
2436, 5418615
2454, 1
2467, 2866613
2480, 0
2481, 419612900
2490, 1
2497, 0
2502, 0
2503, 70234731
2508, 2535924
2510, 0
2530, 963943080
2536, 13
2546, 0
2554, 515700460
2555, 0
2562, 5382470
2565, 0
2568, 0
2575, 32328069
2578, 2937647
2579, 0
2586, 2534676
2597, 0
2610, 0
2612, 1
2618, 1
2620, 0
2621, 0
2622, 431985874
2623, 5634320
2627, 132356564
2628, 0
2631, 10909298
2641, 0
2642, 5723049
2648, 3036906
2657, 2939851
2659, 0
2663, 0
2664, 8352165
2666, 2531976
2669, 196401388
2672, 356733445
2673, 0
2678, 13218267
2689, 2948133
2693, 0
2698, 191605647
2701, 0
2702, 0
2720, 46113131
2733, 216726498
2741, 0
2757, 0
2763, 0
2783, 0
2784, 12669630
2788, 0
2795, 0
2796, 0
2807, 311285462
2811, 39669594
2819, 5631417
2821, 849623014
2823, 2594593
2833, 6
2837, 175986733
2841, -1691871158
2857, 0
2865, 14685587
2868, 259342131
2874, 143354477
2883, 2953892
2888, 0
2893, 157343197
2900, 24547871
2906, 48321976
2923, 0
2926, -455595955
2938, 8
2944, 0
2954, 1804126276
2968, 11542579
2985, 25240188
2991, 0
3005, 486335
3011, 2951436
3029, 5127886
3032, 19006191
3035, 0
3040, 16757221
3041, 239633658
3049, 0
3054, 2868670
3065, 1
3075, 8056585
3077, 45793564
3092, 2
3106, 1109506986
3118, 10879129
3121, 0
3132, 19557862
3143, 5594177
3154, 0
3160, 0
3161, 0
3166, 1
3168, 2666709
3183, 7710679
3193, 0
3199, 76595012
3205, 0
3206, 13655649
3210, 2866851
3214, 2690147
3233, 2490500
3237, 0
3238, 0
3272, 582899380
3277, 2704746
3293, 0
3304, 0
3314, 0
3324, 707213359
3329, 0
3332, 5865054
3333, 19572997
3338, 0
3343, 8412705
3345, 0
3356, 1
3365, 5865958
3375, 0
3376, 48
3377, 32681634
3380, 27137076
3384, 62793713
3394, 0
3396, 13
3400, 6220815
3401, 35539263
3402, 373994280
3404, 0
3405, 2788562
3409, 9
3441, 556804
3449, 0
3454, 0
3460, 27684876
3461, 5123820
3462, 23645929
3465, 14543059
3473, 21777923
3478, 0
3479, 0
3485, 148668255
3493, 666351925
3494, 0
3502, 73222219
3503, 309470001
3509, 0
3521, 581454035
3525, 19543780
3528, 477155114
3532, 2
3536, 0
3537, 0
3544, 25183814
3545, 238418656
3546, 19145270
3547, 0
3556, 3910085
3568, 1054498831
3569, 0
3572, 0
3593, 26464341
3602, 0
3603, 103817945
3613, 0
3620, 0
3621, 157153092
3623, 0
3634, 87458427
3635, 0
3641, 0
3642, 0
3645, 0
3651, 86339631
3659, 103178142
3664, 4776166
3669, 66
3676, 0
3680, 14096340
3682, 0
3684, -1919774755
3696, 0
3698, 15516059
3709, 0
3710, 14406161
3711, 264069026
3723, 5824290
3736, 1
3753, 13405677
3757, 0
3759, 2420341
3773, 0
3775, 5071847
3785, 0
3787, 1
3803, 54531584
3811, 0
3822, 0
3824, 5518204
3828, 0
3837, 2
3840, 2535574
3847, 429852535
3848, 8353407
3859, 24601097
3874, 11492911
3891, 21480327
3896, 0
3897, 14521758
3901, 71760480
3902, 10829698
3907, 0
3909, 0
3919, 2
3922, 12902787
3923, 0
3927, 0
3928, 19562891
3931, 186027404
3935, 10931164
3945, 16514098
3948, 256215286
3958, 5344079
3959, 113615673
3960, 0
3961, 0
3969, 34051375
3970, 2
3977, 8457101
3983, 58
3992, 212507999
3993, 142220432
3995, 97876300
3996, 75755900
4002, 5596735
4003, 50949674
4008, 0
4020, 0
4031, 0
4035, 0
4036, 0
4040, 94031068
4042, 50629145
4046, 0
4047, 0
4053, 13411359
4054, 91085655
4067, 0
4069, 10425374
4076, 0
4078, 0
4080, 0
4085, 0
4086, 8461812
4096, 139110543
4100, 3
4106, 0
4111, 1
4117, 1306049
4118, 44625323
4119, 0
4128, 0
4129, 2
4133, 0
4137, 27875995
4140, 20400188
4144, 737961376
4149, 106070324
4158, 12709991
4162, 0
4164, 8855895
4167, 0
4170, 6
4177, 1633742369
4180, 9681424
4181, 17303622
4183, 2384898
4194, 15420642
4201, 0
4213, 2399987
4221, 0
4231, 1401787456
4232, 0
4235, 0
4245, 28371770
4246, 8255787
4248, 7729106
4250, 0
4262, 7969096
4267, 0
4274, 0
4281, 2757054
4290, 0
4298, 1597262
4304, 2560910
4312, 160674531
4315, 2691879
4325, 29358387
4333, 13964616
4336, 8003007
4344, 0
4345, 2752340
4351, 34928319
4354, 311727603
4356, 3
4357, 0
4358, 0
4361, 6
4362, 407734025
4366, 7488276
4367, 0
4384, 3
4391, 2
4394, 0
4398, 11387288
4402, 0
4423, 244544305
4428, 717421026
4430, 0
4433, 3
4438, 0
4446, 0
4463, 136879752
4466, 0
4477, 2719579
4486, 0
4497, 0
4500, 0
4504, 3055720
4517, 11646566
4526, 2490517
4528, 167923416
4534, 0
4535, 0
4542, 25507271
4554, 0
4555, 0
4556, 143564340
4558, 7603971
4566, 0
4572, 106349518
4580, 42135773
4593, 0
4594, 7729132
4600, 34557450
4614, 67322076
4619, 0
4621, 0
4622, 1784412
4624, 0
4625, 0
4626, 0
4639, 160820078
4643, 1
4648, 0
4649, 165577451
4653, 29222546
4658, 0
4659, 41868820
4661, 39282145
4672, 0
4677, 0
4690, 47175404
4696, 31161633
4701, 5820939
4706, 16351895
4707, 58442036
4710, 0
4716, 14438437
4720, 664704333
4721, 343099420
4732, 0
4737, 0
4745, 2696074
4753, 7797252
4760, 8698047
4762, 0
4763, 10385149
4767, 6125025
4769, 2919860
4778, 0
4783, 0
4789, 10
4790, 489036991
4794, 17749251
4800, 70939345
4814, 13323531
4821, 0
4831, 2977995
4832, 296282600
4836, 2978994
4842, 0
4854, 5232046
4872, 25973250
4874, 15489239
4878, 1
4890, 2875027
4910, 21789233
4913, 0
4915, 2
4923, 77996196
4925, 34415744
4953, 10925201
4959, 2668612
4960, 0
4961, 451012449
4971, 8733008
4974, 0
4987, 111451
4991, 0
4994, 6
4997, 0
5001, 2910815
5002, 0
5010, 27433350
5015, 86105445
5017, 89547850
5018, 2795593
5031, 10719456
5034, 56755329
5043, 0
5045, 0
5066, 5409557
5069, 15999381
5072, 2818815
5081, 25929133
5082, 0
5090, 0
5091, 500162812
5094, 110818639
5097, 0
5100, 9614581
5101, 84204326
5110, 0
5124, 0
5142, 19547743
5147, 4933874
5152, 5701179
5153, 0
5175, 61567975
5177, 0
5181, 25193702
5199, 0
5200, 0
5206, 2908971
5229, 245675125
5239, 5592470
5251, 0
5259, 60306995
5263, 37466303
5267, 6
5274, 0
5279, 0
5281, 5775118
5292, 2495858
5295, 1
5301, 188069049
5304, 0
5309, 1349976
5310, 0
5312, 0
5323, 0
5328, 2616778
5337, 0
5339, 0
5340, 276676662
5371, 17091354
5372, 0
5373, 2679834
5375, 0
5378, 2550502
5387, 0
5403, 0
5407, 0
5413, 2574935
5420, 4363753
5428, 1306068
5429, 0
5442, 184844167
5450, 0
5463, 0
5482, 0
5484, 14233519
5495, 17122275
5496, 9
5497, 0
5498, 9491071
5499, 8698078
5506, 38334104
5513, 202907539
5516, 5759148
5519, 1
5526, 0
5531, 0
5534, 8581496
5542, 0
5550, 0
5572, 0
5575, 70369262
5583, 90081915
5585, 13099973
5587, 127294993
5609, 0
5621, 0
5627, 0
5628, 17740121
5656, 139
5659, 14179636
5678, 8
5690, 857015090
5697, 29428239
5698, 2447958
5701, 39865868
5702, 0
5708, 29563860
5709, 0
5710, 0
5712, 107481748
5714, 0
5723, 2508589
5732, 2609442
5734, 0
5736, 0
5738, 0
5740, 244873844
5743, 82529362
5744, 10465668
5751, 0
5753, 8057336
5756, 5762101
5761, 0
5768, 0
5775, 3027885
5784, 202
5789, 2846454
5790, 0
5792, 0
5794, 14097685
5801, 37
5810, 346541996
5813, 0
5818, 0
5831, 0
5849, 15189912
5869, 0
5873, 0
5883, 0
5887, 2796086
5899, 0
5901, 0
5903, 22245121
5917, 20105022
5935, 2819563
5937, 3028748
5952, 10203743
5963, 284878250
5965, 0
5970, 2792888
5984, 3054336
5993, 0
5998, 0
6015, 9010412
6023, 0
6027, 0
6030, 5123851
6032, 92647086
6034, 0
6035, 0
6040, 2624519
6043, 55278615
6045, 0
6048, 0
6060, 0
6067, 0
6074, 0
6084, 14604105
6085, 875025142
6094, -591552479
6096, 12
6101, 1951637609
6107, 1668802
6126, 0
6129, 0
6133, 40944799
6140, 2399994
6151, 0
6153, 239032315
6154, 0
6172, 1306069
6183, 0
6187, 2691225
6205, 72388396
6206, 37417030
6209, 0
6214, 37335148
6223, 0
6249, 2846700
6254, 5363492
6262, 126116847
6269, 245383051
6270, 0
6278, 13704340
6295, 0
6301, 10989154
6316, 259170865
6325, 8393796
6328, 0
6339, 0
6342, 0
6347, 0
6348, 150845911
6355, 0
6360, 2550882
6400, 0
6415, 5840104
6427, 2734671
6429, 0
6430, 20254636
6451, 401403151
6460, 36191154
6481, 107176801
6485, 5193278
6486, 0
6494, 48354476
6495, 0
6503, 2440903
6506, 643559005
6514, 29074486
6515, 0
6517, 0
6518, 0
6521, 0
6522, 14091146
6526, 0
6545, 255650217
6563, 0
6569, 9
6574, 38702154
6575, 6
6579, 0
6628, 0
6634, 0
6637, 0
6641, 0
6646, 31483118
6647, 132501605
6649, 8727334
6651, 2534667
6658, 0
6666, 1386059634
6668, 38133566
6670, 0
6698, 185886821
6699, 0
6700, 0
6701, 0
6710, 117404607
6716, 0
6728, 0
6749, 0
6751, 0
6753, 49425543
6756, 189432544
6761, 0
6766, 0
6771, 2213646
6772, 0
6776, 0
6779, 13764134
6781, 0
6787, 0
6789, 0
6794, -1357505912
6797, 0
6801, 15569459
6818, 157034604
6822, 0
6827, 93442295
6834, 0
6836, 872739
6842, 2445565
6849, 7866973
6856, 40383403
6858, 0
6862, 0
6871, 40687588
6872, 2213916
6886, 3056416
6901, 0
6921, 0
6936, 350770246
6942, 21295411
6949, 2679884
6950, 266899622
6953, 18772321
6976, 1236958972
6985, 0
6986, 24437624
6998, 0
6999, 0
7001, 0
7004, 0
7016, 0
7020, 0
7021, 2566726
7031, 125246291
7035, 2616779
7041, 0
7048, 0
7060, 0
7076, 5505976
7092, 53623844
7093, 0
7103, 0
7106, 0
7108, 39275091
7110, 0
7120, 0
7126, 0
7139, 0
7144, 0
7150, 0
7153, 0
7165, 0
7193, 24590415
7200, 0
7206, 1194746741
7209, 0
7222, 0
7227, 0
7252, 28438872
7265, 0
7281, 5139548
7294, 33247053
7302, 0
7307, 6545501
7311, 214441778
7313, 22798696
7320, 0
7333, 171837877
7335, 0
7341, 3312908
7348, 3056219
7352, 8002784
7359, 2920366
7360, 0
7368, 11648745
7378, 0
7392, 9971342
7399, 70956608
7402, 81071621
7409, 0
7410, 445522974
7437, 13846195
7442, 17118243
7443, 13120837
7448, 0
7455, 0
7458, 59551783
7460, 635154103
7482, 28768878
7492, 0
7505, 0
7507, 28501163
7518, 0
7519, 12481228
7521, 0
7530, 5854713
7538, 0
7576, 5226886
7591, 5438638
7599, 11550888
7607, 0
7608, 0
7631, 42233221
7644, 26206680
7646, 0
7653, 2732351
7666, 323761812
7671, 2793957
7673, 0
7683, 0
7685, 0
7687, 0
7699, 0
7709, 139024412
7710, 84562647
7712, 0
7717, 2899830
7718, 0
7721, 111246052
7725, 0
7728, 2866614
7732, 0
7736, 0
7743, 303595070
7747, 3056417
7759, 40946320
7762, 121187900
7763, 0
7767, 0
7772, 5400976
7779, 2735256
7813, 5879652
7816, 0
7831, 0
7837, 0
7842, 0
7845, 22395262
7851, 0
7867, 0
7868, 81125538
7872, 0
7877, 0
7878, 5890358
7894, 16140520
7932, 9196182
7934, 5567543
7936, 2704261
7949, 0
7952, 86583904
7961, 0
7967, 0
7982, 0
7983, 0
8003, 20263600
8008, 1731787882
8027, 0
8032, 197681939
8041, 2952482
8047, 0
8050, 2880341
8059, 0
8070, 0
8075, 0
8080, 0
8084, 2704867
8092, 0
8096, 0
8099, 0
8103, 818522223
8106, 34324761
8112, 2615846
8131, 29607502
8133, 648680796
8134, 0
8135, 5470516
8145, 2955224
8146, 0
8157, 0
8162, 0
8176, 76569520
8183, 35458688
8187, 0
8193, 2918579
8196, 0
8197, 8388872
8202, 0
8212, 20067293
8217, 6072597
8250, 0
8252, 0
8257, 0
8264, 0
8272, 0
8288, 0
8309, 0
8320, 66408774
8337, 0
8338, 22796798
8345, 2664392
8353, 0
8354, 0
8358, 0
8379, 4684754
8380, 0
8381, 0
8382, 36803951
8385, 937425726
8394, 0
8410, 61372314
8415, 0
8417, 0
8419, 9680750
8426, 0
8430, 1239547705
8435, 21755886
8441, 0
8446, 5878815
8452, 0
8460, 0
8472, 0
8473, 0
8479, 0
8482, 0
8494, 0
8508, 402119256
8537, 2752787
8538, 0
8541, 0
8547, 0
8574, 0
8584, 0
8588, 168069921
8590, 37661501
8604, 20023665
8615, 13326389
8621, 21325381
8639, 2910379
8646, 0
8648, 2901100
8680, 0
8684, 2537614
8699, 49558619
8702, 0
8707, 0
8719, 54405441
8723, 0
8725, 0
8726, 99898730
8733, 10719566
8737, 26748629
8739, 0
8751, 0
8755, 0
8761, 76366472
8769, 1361430
8776, 0
8779, 0
8784, 6056683
8786, 0
8794, 2809
8798, 10498382
8799, 993698991
8811, 0
8818, 63888741
8824, 21821848
8833, 0
8842, 0
8843, 44664409
8846, 0
8855, 0
8857, 109164030
8871, 0
8875, 0
8887, 74419356
8891, 0
8899, 49432837
8906, 2691271
8914, 45304147
8916, 0
8923, 43879964
8927, 0
8932, 0
8933, 0
8934, 0
8938, 0
8942, 0
8955, 2468373
8966, 0
8969, 0
8974, 5908099
8991, 35087801
9005, 0
9015, 0
9021, 0
9022, 107954151
9024, 0
9025, 1220146108
9035, 2817081
9044, 0
9057, 0
9062, 5083576
9065, 2681546
9068, 72274363
9072, -722525611
9091, 3058125
9093, 20512012
9101, 2690594
9102, 2550035
9114, 0
9118, 0
9121, 0
9124, 5100788
9149, 0
9154, 2759109
9156, 0
9161, 5387204
9164, 37161241
9187, 5071093
9202, 0
9211, 2525527
9232, 0
9248, 5674477
9253, 2428895
9260, 0
9269, 293342905
9271, 0
9275, 0
9286, 0
9300, 1602055
9304, 8413811
9305, 8761164
9310, 0
9316, 2681532
9317, 1393281822
9324, 0
9347, 0
9352, 0
9379, 0
9390, 0
9401, 0
9404, 0
9417, 31040043
9422, 10713432
9430, 41212815
9449, 225755253
9455, 2805589
9463, 0
9471, 4394822
9479, 0
9481, 2188285
9485, 23618864
9486, 0
9498, 0
9502, 176278944
9504, 0
9514, 0
9516, 0
9522, 0
9534, 652122
9545, 0
9546, 0
9547, 24483999
9550, 12724765
9563, 14743410
9564, 30332587
9569, 0
9581, 13593834
9610, 0
9617, 81533007
9626, 0
9645, 0
9652, 42354315
9658, 12984328
9661, 0
9663, 0
9672, 62863686
9684, 16396374
9694, 39434034
9710, 0
9716, 0
9730, 0
9736, 0
9791, 0
9793, 0
9800, 0
9804, 0
9825, 0
9833, 28505336
9836, 0
9840, 3061881
9842, 0
9849, 5824516
9850, 2672044
9852, 5339876
9853, 0
9858, 0
9869, 0
9870, 0
9871, 190365164
9878, 0
9890, 18113243
9891, 0
9896, 10447996
9915, 0
9924, 543966306
9928, 596164589
9942, 8761336
9946, 0
9947, 216065757
9960, 0
9961, 0
9970, 31731954
9991, 14688285
10001, 0
10004, 0
10007, 2752740
10035, 275019603
10046, 2715186
10059, 8267569
10072, 0
10075, 15168225
10076, 1097396729
10083, 40767427
10086, 0
10095, 258676061
10106, 0
10120, 0
10147, 0
10174, 18118710
10194, 1170373586
10199, 0
10201, 0
10203, 4739447
10204, 0
10206, 0
10217, 65365470
10219, 0
10231, 0
10235, 5896302
10243, 0
10251, 9791378
10265, 111365860
10266, 50908888
10271, 0
10273, 0
10277, 0
10280, 0
10290, 42003479
10316, 0
10330, 37564964
10332, 2757111
10333, 0
10335, 532418
10341, 0
10350, 0
10351, 0
10354, 0
10365, 22923720
10366, 570351753
10368, 123069600
10384, 8002703
10400, 631936203
10423, 0
10427, 0
10443, 0
10444, 0
10446, 2127278115
10450, 0
10454, 36058966
10462, 0
10475, 57346409
10481, 2671989
10503, 1759079768
10518, 5195670
10546, 0
10547, 2807875
10548, 0
10583, 2719313
10591, 0
10602, 0
10605, 193177118
10610, 184274953
10613, 0
10626, 0
10650, 0
10659, 0
10671, 7990758
10687, 0
10696, 246688536
10701, 0
10707, 2667552
10708, 19818435
10718, 28613352
10729, 0
10734, 0
10735, 0
10744, 65444050
10749, 0
10758, 1280827
10761, 0
10762, 0
10774, 75170939
10775, 0
10779, 19200837
10792, 0
10801, 0
10810, 0
10811, 11135211
10819, 170877949
10828, 0
10833, 0
10837, 0
10839, 59048886
10847, 0
10850, 0
10854, 3060006
10857, 0
10862, 0
10867, 10767187
10881, 2616033
10883, 0
10898, 15665169
10901, 2908958
10903, 0
10909, 258929445
10920, 0
10941, 23616148
10946, 2937653
10980, 59017194
11002, 33392364
11009, 29301902
11011, 0
11016, 0
11025, 234520321
11026, 2950304
11028, 15278176
11031, 0
11035, 7730926
11043, 0
11046, 0
11051, 5505464
11054, 479890931
11056, 5615728
11059, 0
11060, 0
11061, 0
11071, 2538586
11072, 0
11081, 192185436
11084, 87885587
11100, 558276859
11105, 0
11115, 106782157
11124, 11968573
11134, 0
11142, 1538343733
11143, 0
11145, 60117844
11146, 33828990
11152, 0
11167, 0
11178, 5592185
11183, 0
11206, 10480036
11207, 0
11211, 16798331
11214, 0
11220, 0
11233, 23390440
11236, 27294714
11247, 0
11259, 0
11260, 1290300891
11262, 2796062
11264, 8733123
11266, 2666496
11273, 0
11286, 49676141
11290, 2956515
11301, 0
11317, 16903180
11318, 0
11332, 13525914
11336, 0
11359, 0
11361, 9180642
11368, 0
11376, 35579266
11394, 18192223
11395, 5103379
11398, 0
11417, 188347201
11435, 0
11437, 0
11444, 0
11445, 35611338
11449, 0
11500, 0
11504, 29070909
11512, 0
11521, 2668466
11540, 936850112
11541, 0
11546, 331751257
11552, 2912477
11570, 0
11576, 2570130
11583, 0
11599, 0
11618, 5406529
11629, 0
11632, 967589
11638, 0
11640, 470277299
11647, 14748598
11661, 16359983
11665, 0
11670, 5514315
11674, 0
11682, 10194118
11684, 0
11716, 98636543
11722, 0
11733, 2479145
11736, 0
11750, 0
11751, 0
11765, 82828050
11768, 46843169
11783, 0
11786, 35475682
11791, 0
11819, 0
11825, 0
11828, 2496084
11841, 8600290
11846, 5750092
11854, 2818941
11856, 0
11859, 0
11863, 2375746
11870, 2732803
11877, 5094066
11885, 57222085
11901, 0
11906, 0
11916, 0
11919, 1271871096
11920, 0
11926, 779364679
11927, 2920456
11928, 2496239
11930, 5101344
11949, 0
11964, 0
11966, 17288435
11976, 0
11978, 2411705
11985, 0
11998, 0
12019, 2805736
12033, 0
12044, 0
12055, 0
12058, 0
12069, 0
12081, 0
12082, 28077061
12083, 0
12087, 0
12105, 0
12106, 7440521
12107, 80689636
12120, 444769226
12156, 28999059
12166, 993177837
12168, 0
12170, 0
12176, 95096264
12178, 65104548
12192, 0
12205, 42119716
12218, 39472648
12221, 0
12223, 0
12248, 11067569
12259, 0
12261, 8791093
12264, 0
12281, 0
12296, 0
12301, 72854568
12305, 0
12310, 598782166
12334, 0
12336, 2550031
12337, 10904235
12341, 0
12352, 2950000
12356, 0
12357, 85422572
12362, 0
12363, 0
12365, 0
12383, 0
12390, 8360976
12400, 0
12402, 0
12410, 0
12418, 0
12419, 5123425
12420, 0
12425, 0
12443, 0
12481, 1316869846
12482, 146441419
12486, 51400018
12487, 5584466
12489, 27196199
12498, 6
12512, 0
12518, 0
12531, 0
12547, 217377235
12565, 0
12569, 0
12578, 0
12580, 0
12585, 0
12586, 8265278
12598, 2784246
12601, 2868032
12603, 0
12604, 0
12605, 0
12610, 15766234
12617, 63222990
12637, 2755111
12640, 0
12643, 31156062
12644, 0
12647, 0
12651, 0
12653, 2942070
12664, 88242340
12668, 11463015
12669, 2788288
12674, 5470469
12693, 0
12705, 1670389818
12706, 0
12709, 0
12722, 3056383
12734, 0
12744, 0
12750, 0
12751, 2865729
12757, 32123927
12761, 0
12766, 0
12773, 0
12793, 325682
12806, 2957584
12818, 0
12824, 0
12826, 0
12849, 0
12858, 68696767
12875, 2954992
12878, 2550675
12884, 2566728
12898, 113401397
12904, 11027154
